      stars                                 name                                                                         homepage
758      26                             denoiseg                                              https://github.com/juglab/DenoiSeg/
268      26                                 LDTk                                                  https://github.com/hpparvi/ldtk
404      26                                 LDTk                                                  https://github.com/hpparvi/ldtk
370      26                            rlbot-gui                                                https://github.com/RLBot/RLBotGUI
500      25                               picaso                                          https://natashabatalha.github.io/picaso
844      25                             monolens                                           https://github.com/hdembinski/monolens
438      25                         PySeismoSoil                                             https://github.com/jsh9/PySeismoSoil
529      25                                cpnet                              https://github.com/skojaku/core-periphery-detection
497      25                               picaso                                          https://natashabatalha.github.io/picaso
724      25                             monolens                                           https://github.com/hdembinski/monolens
570      25                         PySeismoSoil                                             https://github.com/jsh9/PySeismoSoil
313      24                                 dexp                                                 https://github.com/royerlab/dexp
132      24                          rbc-project                                               https://github.com/xnd-project/rbc
329      24                             opfython                                             https://github.com/gugarosa/opfython
909      24             largestinteriorrectangle                                                                                 
408      24                             desc-opt                                           https://github.com/PlasmaControl/DESC/
162      24                                pylcp                                                 https://github.com/JQIamo/pylcp/
265      24                             opfython                                             https://github.com/gugarosa/opfython
226      24                          rbc-project                                               https://github.com/xnd-project/rbc
544      24                             desc-opt                                           https://github.com/PlasmaControl/DESC/
158      24                                 mpes                                                 https://github.com/mpes-kit/mpes
912      23                     python-graphblas                             https://github.com/python-graphblas/python-graphblas
531      23                             VoigtFit                                            https://github.com/jkrogager/VoigtFit
212      23                             NEMtropy                                           https://github.com/nicoloval/NEMtropy/
798      23                              nnieqat                                         https://github.com/aovoc/nnieqat-pytorch
335      23                                timml                                                https://github.com/mbakker7/timml
504      23                               swtloc                                           https://github.com/ag-ds-bubble/swtloc
600      23                               grblas                                          https://github.com/metagraph-dev/grblas
262      23                                prose                                                  https://github.com/lgrcia/prose
76       23                             spec2vec                                               https://github.com/iomega/spec2vec
586      23                               grblas                                          https://github.com/metagraph-dev/grblas
136      23                             NEMtropy                                           https://github.com/nicoloval/NEMtropy/
747      22                           matador-db                                                https://github.com/ml-evs/matador
919      22                                myHmm                           https://github.com/LauritsSkov/Introgression-detection
920      22                                hmmix                           https://github.com/LauritsSkov/Introgression-detection
759      22                           Cell-BLAST                                            https://github.com/gao-lab/Cell_BLAST
346      22                             pylablib                                          https://github.com/AlexShkarin/pyLabLib
476      22                               kuibit                                               https://github.com/sbozzolo/kuibit
494      22                        xarray-extras                                      https://github.com/crusaderky/xarray_extras
339      22                              ALP4lib                                      https://github.com/wavefronthsaping/ALP4lib
588      22                               kuibit                                               https://github.com/sbozzolo/kuibit
509      21       hello-robot-stretch-body-tools                                      https://github.com/hello-robot/stretch_body
246      21                               distpy                                           https://github.com/Schlumberger/distpy
131      21                                 june                                              https://github.com/idas-durham/june
924      21         hello-robot-stretch-body-dev                                      https://github.com/hello-robot/stretch_body
746      21                             surfdist                          https://github.com/NeuroanatomyAndConnectivity/surfdist
385      21                                pyxrf                                                 https://github.com/NSLS-II/PyXRF
263      20                                 mynn                                           https://github.com/davidmascharka/MyNN
801      20                           mizar-labs                                            https://github.com/MizarAI/mizar-labs
288      20                      multivar-horner                                https://multivar-horner.readthedocs.io/en/latest/
311      20                              hydromt                                               https://deltares.github.io/hydromt
483      20                             bewegung                                         https://github.com/pleiszenburg/bewegung
317      20                                pyrff                                          https://github.com/michaelosthege/pyrff
185      20                            pygeostat                                 http://www.ccgalberta.com/pygeostat/welcome.html
331      20                      multivar-horner                                https://multivar-horner.readthedocs.io/en/latest/
933      20                           npc-engine                                         https://github.com/npc-engine/npc-engine
925      20                                ta-cn                                               https://github.com/wukan1986/ta_cn
402      20                              hydromt                                               https://deltares.github.io/hydromt
549      20                                lsnms                                              https://github.com/remydubois/lsnms
413      20                                lsnms                                              https://github.com/remydubois/lsnms
745      20                             kernelml                                         https://github.com/Freedomtowin/kernelml
742      20                           mizar-labs                                            https://github.com/MizarAI/mizar-labs
358      20                                 mynn                                           https://github.com/davidmascharka/MyNN
303      19                                dymax                                                https://github.com/Teque5/pydymax
248      19                                dymax                                                https://github.com/Teque5/pydymax
260      19                              pyfitit                                                http://hpc.nano.sfedu.ru/pyfitit/
347      19                              pyfitit                                                http://hpc.nano.sfedu.ru/pyfitit/
173      19                                strax                                            https://github.com/AxFoundation/strax
508      19                             tcrdist3                                              https://github.com/kmayerb/tcrdist3
953      19                              BxTorch                                              https://github.com/borchero/bxtorch
449      19                              pyblaze                                              https://github.com/borchero/pyblaze
555      19                               tcpypi                                               https://github.com/dgilford/tcpyPI
1129     19                               pyLIMA                                               http://github.com/ebachelet/pyLIMA
340      19                               SiPANN                                               https://github.com/contagon/SiPANN
815      18                             occamypy                                             https://github.com/fpicetti/occamypy
416      18                assignment-autograder                                         https://github.com/Ovsyanka83/autograder
239      18                               nonrad                                             https://github.com/mturiansky/nonrad
550      18                assignment-autograder                                         https://github.com/Ovsyanka83/autograder
781      18                             lstchain                                  https://github.com/cta-observatory/cta-lstchain
447      18                               monaco                                        https://github.com/scottshambaugh/monaco/
405      18                              mokapot                                              https://github.com/wfondrie/mokapot
359      18                               nonrad                                             https://github.com/mturiansky/nonrad
280      17                               PyCHAM                                                https://github.com/simonom/PyCHAM
846      17                               convst                                               https://github.com/baraline/convst
868      17                             numbasom                               https://github.com/nmarincic/numbasom/tree/master/
1097     17                             oceansar                                           https://github.com/pakodekker/OCEANSAR
545      17                               jetset                                        https://github.com/andreatramacere/jetset
375      17                             audalign                                            http://github.com/benfmiller/audalign
79       17                                 vipy                                                    https://github.com/visym/vipy
926      17                                  snc                                  https://github.com/hj-n/steadiness-cohesiveness
737      17                               convst                                               https://github.com/baraline/convst
325      17                               snudda                                             https://github.com/Hjorthmedh/Snudda
720      17                                pydca                                                 https://github.com/KIT-MBS/pydca
490      17                           xicam.SAXS                                            https://github.com/ronpandolfi/Xi-cam
517      16                                 joji                                    https://github.com/GopikrishnanSasikumar/joji
625      16                                 joji                                    https://github.com/GopikrishnanSasikumar/joji
776      16                              lauztat                                              https://github.com/marinang/lauztat
641      16                             pyflwdir                                             https://github.com/Deltares/pyflwdir
190      16                              cubical                                               https://github.com/ratt-ru/CubiCal
330      16                                galib                                               https://github.com/gorkazl/pyGAlib
390      16                                 your                                       https://github.com/thepetabyteproject/your
326      16                                 ttim                                                 https://github.com/mbakker7/ttim
1007     16                                femio                                                 https://github.com/ricosjp/femio
278      16                                 your                                       https://github.com/thepetabyteproject/your
425      16                              compsyn                                                                                 
780      15                            BIO-PEPPA                                              https://github.com/zheminzhou/PEPPA
783      15                                 ipca                                               https://github.com/bkelly-lab/ipca
690      15                               epyseg                                                https://github.com/baigouy/EPySeg
864      15                              annchor                                                  https://github.com/gchq/annchor
419      15                                  sxs                                         https://github.com/sxs-collaboration/sxs
725      15                               epyseg                                                https://github.com/baigouy/EPySeg
629      15                             pynpoint                                             https://github.com/PynPoint/PynPoint
276      15                                pysm3                                                    https://pysm3.readthedocs.io/
344      15                                pysm3                                                    https://pysm3.readthedocs.io/
560      15                              halomod                                         https://github.com/steven-murray/halomod
804      15                              simmate                                                              https://simmate.org
478      15                              halomod                                         https://github.com/steven-murray/halomod
1062     15                          lightweaver                                            http://github.com/Goobley/Lightweaver
809      15                               cospar                                          https://github.com/AllonKleinLab/cospar
777      14                               piscat                                                   https://piscat.readthedocs.io/
207      14                            voxelfuse                                            https://github.com/cdbrauer/VoxelFuse
574      14                      numerous-engine                                           https://github.com/fossilfree/numerous
756      14                              onetask                                     https://github.com/onetask-ai/onetask-python
525      14                               Stoner                                       http://github.com/~gb119/Stoner-PythonCode
847      14                              onetask                                     https://github.com/onetask-ai/onetask-python
448      14                      numerous-engine                                           https://github.com/fossilfree/numerous
384      14                              km3pipe                                              https://git.km3net.de/km3py/km3pipe
571      14                               coniii                                           https://github.com/eltrompetero/coniii
1174     14                     spatial-eggplant                                               https://github.com/almaan/eggplant
368      14                             pyschism                                       https://github.com/schism-dev/pyschism.git
834      14                               piscat                                                   https://piscat.readthedocs.io/
981      14                         pyActigraphy                                           http://github.com/ghammad/pyActigraphy
133      14                            voxelfuse                                            https://github.com/cdbrauer/VoxelFuse
573      13                           spacerocks                                           https://github.com/kjnapier/spacerocks
774      13                               IneqPy                                               https://github.com/mmngreco/IneqPy
269      13                              grafimo                                            https://github.com/pinellolab/GRAFIMO
640      13                     aicssegmentation                                    https://github.com/AllenCell/aicssegmentation
694      13                                 APEC                                                 https://github.com/QuKunLab/APEC
309      13                      codex-africanus                                        https://github.com/ska-sa/codex-africanus
293      13                      codex-africanus                                        https://github.com/ska-sa/codex-africanus
1175     13                         neutralocean                                     https://github.com/geoffstanley/neutralocean
401      12                              bebi103                                            https://github.com/justinbois/bebi103
305      12                               felupe                                                 https://github.com/adtzlr/felupe
582      12                          numba-stats                                                                             None
666      12                                locan                                        https://github.com/super-resolution/locan
826      12                                locan                                        https://github.com/super-resolution/locan
396      12                              bebi103                                            https://github.com/justinbois/bebi103
516      12                          geometricus                                       https://github.com/TurtleTools/geometricus
343      12                                 scri                                                    https://github.com/moble/scri
457      12                          numba-stats                                                                             None
1197     12                              grAdapt                                            https://github.com/mkduong-ai/grAdapt
655      12                            pycomlink                                           https://github.com/pycomlink/pycomlink
221      12                            pop-tools                                                https://github.com/NCAR/pop-tools
197      12                            pop-tools                                                https://github.com/NCAR/pop-tools
872      12                            investops                                          https://github.com/Hvass-Labs/InvestOps
259      11                             RNAlysis                                          https://github.com/GuyTeichman/RNAlysis
717      11                              caretta                                           https://github.com/TurtleTools/caretta
985      11                                see19                                               https://github.com/ryanskene/see19
631      11                         sherlockpipe                                              https://github.com/franpoz/SHERLOCK
567      11                         sherlockpipe                                              https://github.com/franpoz/SHERLOCK
503      11                          skultrafast                                           http://github.com/tillsten/skultrafast
526      11                        netneurotools                                     https://github.com/netneurolab/netneurotools
257      11                               Wake-T                                                https://github.com/AngelFP/Wake-T
788      11                           Circle-Map                                             https://github.com/iprada/Circle-Map
386      11                               Wake-T                                                https://github.com/AngelFP/Wake-T
1141     11                               snipar                                            http://github.com/alexTISYoung/snipar
854      11                       ptychography40                                 https://ptychography-4-0.github.io/ptychography/
860      11                              caretta                                           https://github.com/TurtleTools/caretta
1019     11                              groupyr                                               https://richford.github.io/groupyr
576      11                              sid-dev                                       https://github.com/covid-19-impact-lab/sid
869      11                             hermespy                                  https://github.com/Barkhausen-Institut/hermespy
436      11                              sid-dev                                       https://github.com/covid-19-impact-lab/sid
430      11                              sonosco                                       https://github.com/Roboy/sonosco/tree/demo
569      10  pytorch-segmentation-models-trainer                   https://github.com/phborba/pytorch_segmentation_models_trainer
304      10                           pyDeltaRCM                                           https://github.com/DeltaRCM/pyDeltaRCM
1088     10                              scFates                                            https://github.com/LouisFaure/scFates
706      10                               pyepal                                            https://github.com/kjappelbaum/PyePAL
989      10                                Amplo                                            https://github.com/nielsuit227/AutoML
328      10                               refl1d                                           http://github.com/reflectometry/refl1d
538      10                               tsdate                                               http://pypi.python.org/pypi/tsdate
646      10                               pyepal                                            https://github.com/kjappelbaum/PyePAL
496      10                             kiauhoku                                             https://github.com/zclaytor/kiauhoku
178      10                              straxen                                               https://github.com/XENONnT/straxen
441      10  pytorch-segmentation-models-trainer                   https://github.com/phborba/pytorch_segmentation_models_trainer
682      10                             graphdot                                               https://gitlab.com/yhtang/graphdot
684      10                           diffractem                                      https://github.com/robertbuecker/diffractem
487      10                          triceratops                                   https://github.com/stevengiacalone/triceratops
418      10                                qnorm                                        https://github.com/Maarten-vd-Sande/qnorm
255      10                             pyiomica                                             https://github.com/gmiaslab/pyiomica
383      10                                 pept                              https://github.com/uob-positron-imaging-centre/pept
599      10                     elpigraph-python                                        https://github.com/j-bac/elpigraph-python
976      10                 py-vollib-vectorized                               https://github.com/marcdemers/py_vollib_vectorized
345      10                             pyiomica                                             https://github.com/gmiaslab/pyiomica
253       9                       fast-carpenter                                       https://github.com/FAST-HEP/fast-carpenter
230       9                             mattflow                                   https://github.com/ThanasisMattas/mattflow.git
692       9                           Jvis-learn                                          https://github.com/canzarlab/Jvis-learn
663       9                           im2dhisteq                                            https://github.com/Mamdasn/im2dhisteq
1340      9                            llspy-slm                                          https://github.com/tlambert03/llspy-slm
296       9                            TronGisPy                                           https://github.com/thinktron/TronGisPy
486       9                          pyscenarios                                        https://github.com/crusaderky/pyscenarios
530       9                            pyomnisci                                             https://github.com/omnisci/pyomnisci
1043      9                         astro-brutus                                            https://github.com/joshspeagle/brutus
908       9                              heavyai                                        https://heavyai.readthedocs.io/en/latest/
898       9                         structuremap                                         https://github.com/MannLabs/structuremap
870       9                            numba4jax                                           http://github.com/PhilipVinc/numba4jax
469       9                             cylinter                                          https://github.com/labsyspharm/cylinter
828       9                           im2dhisteq                                            https://github.com/Mamdasn/im2dhisteq
779       9                                milad                                              https://github.com/muhrin/milad.git
388       9                              blechpy                                                https://github.com/nubs01/blechpy
621       8                              mlshell                                              https://github.com/nizaevka/mlshell
585       8                              mlshell                                              https://github.com/nizaevka/mlshell
681       8                      correlationplus                                      https://github.com/tekpinar/correlationplus
677       8                 speaker-verification                         https://github.com/OnTrack-UG-Squad/speaker-verification
428       8                          pybaselines                                            https://github.com/derb12/pybaselines
177       8                             popsynth                                            https://github.com/grburgess/popsynth
760       8                              pyvitae                                                  https://github.com/jaydu1/VITAE
664       8                                flirt                                                 https://github.com/im-ethz/flirt
154       8                               osyris                                         https://github.com/osyris-project/osyris
823       8                 speaker-verification                         https://github.com/OnTrack-UG-Squad/speaker-verification
475       8                              mlshell                                              https://github.com/nizaevka/mlshell
484       8                                 ldrb                                                 https://github.com/finsberg/ldrb
488       8                            lindemann                                             https://github.com/N720720/lindemann
175       8                          abacusutils                                         https://github.com/abacusorg/abacusutils
731       8                      correlationplus                                      https://github.com/tekpinar/correlationplus
216       8                             popsynth                                            https://github.com/grburgess/popsynth
357       8                              pymovie                                       https://github.com/bob-anderson-ok/pymovie
715       8                            fastjmd95                                                https://github.com/xgcm/fastjmd95
911       8                                 SNAF                                                https://github.com/frankligy/SNAF
986       8                         datacleanbot                                         https://github.com/Ji-Zhang/datacleanbot
553       8                          pybaselines                                            https://github.com/derb12/pybaselines
379       8                           wonterfact                                       https://github.com/smartimpulse/wonterfact
540       8                          Compyrtment                                            https://github.com/stur86/compyrtment
726       8                            petroflow                                        https://github.com/gazprom-neft/petroflow
406       8                          Compyrtment                                            https://github.com/stur86/compyrtment
235       8                           wonterfact                                       https://github.com/smartimpulse/wonterfact
1093      8                           MontyCarlo                                    https://github.com/RuiFilipeCampos/MontyCarlo
647       7                         wordvecspace                                     https://github.com/deep-compute/wordvecspace
652       7                           CADETMatch                                            https://github.com/modsim/CADET-Match
729       7                                pybob                                              https://github.com/iamdonovan/pybob
716       7                                tiara                                                  https://ibe-uw.github.io/tiara/
810       7                                tiara                                                  https://ibe-uw.github.io/tiara/
708       7                            pyoptimus                                            https://github.com/hi-primus/optimus/
739       7                            falcon-ms                                            https://github.com/bittremieux/falcon
840       7                   spg-topdown-traits                https://github.com/Computational-Plant-Science/spg-topdown-traits
841       7                           rebsmearv2                                               https://github.com/bu-cms/bucoffea
843       7                            falcon-ms                                            https://github.com/bittremieux/falcon
852       7                            pyoptimus                                            https://github.com/hi-primus/optimus/
859       7                          sofia-redux                                        https://github.com/SOFIA-USRA/sofia_redux
748       7                   spg-topdown-traits                https://github.com/Computational-Plant-Science/spg-topdown-traits
749       7                           rebsmearv2                                               https://github.com/bu-cms/bucoffea
1154      7                          pandoramoon                                                https://github.com/hippke/pandora
1069      7                                tilse                                               http://github.com/smartschat/tilse
897       7                                 mapa                                                 https://github.com/fgebhart/mapa
619       7         arabidopsis-rosette-analysis      https://github.com/Computational-Plant-Science/arabidopsis-rosette-analysis
354       7                           swiftsimio                                           https://github.com/swiftsim/swiftsimio
314       7                         spatialstats                                            https://github.com/mjo22/spatialstats
559       7                               iqplot                                             https://github.com/justinbois/iqplot
415       7                           mosartwmpy                                           https://github.com/IMMM-SFA/mosartwmpy
472       7                            gammaALPs                                             https://github.com/me-manu/gammaALPs
279       7                         graph-walker                                         https://github.com/kerighan/graph-walker
273       7             clustering-geodata-cubes                                                 https://github.com/phenology/cgc
232       7                             chunky3d                                                                             None
604       7                               iqplot                                             https://github.com/justinbois/iqplot
355       7                         Chronix2Grid                                          https://github.com/BDonnot/ChroniX2Grid
551       7                           mosartwmpy                                           https://github.com/IMMM-SFA/mosartwmpy
420       7                          python-sumo                                                https://github.com/ratan-lab/sumo
352       7                       oplab-pipeline                               https://github.com/ocean-perception/oplab_pipeline
64        7                          threedigrid                                              https://github.com/nens/threedigrid
520       7         arabidopsis-rosette-analysis      https://github.com/Computational-Plant-Science/arabidopsis-rosette-analysis
594       7                            gammaALPs                                             https://github.com/me-manu/gammaALPs
351       7                         graph-walker                                         https://github.com/kerighan/graph-walker
910       6                           multigrate                                                 https://github.com/theislab/cpa/
1028      6                                elisa                                              https://github.com/mikecokina/elisa
1049      6                               rankfm                                            https://github.com/etlundquist/rankfm
1332      6                             kalmantv                                                 http://github.com/mlysy/kalmantv
768       6                                 muon                                                     https://github.com/gtca/muon
118       6                               buildh                                           https://github.com/patrickfuchs/buildH
424       6                             shareloc                                                 https://shareloc.readthedocs.io/
389       6                                m3-dl                                                   https://github.com/zk4/m3u8_dl
450       6                         vectorized2d                                          https://github.com/mishana/vectorized2d
1171      6                            pysigproc                                            http://github.com/devanshkv/pysigproc
204       6                               buildh                                           https://github.com/patrickfuchs/buildH
812       6                                skopi                                           https://github.com/chuckie82/skopi.git
866       5                            numba-mpi                                  https://github.com/atmos-cloud-sim-uj/numba-mpi
771       5                     zillionare-omega                                          https://zillionare-omega.readthedocs.io
775       5                             pyfesom2                                            https://github.com/koldunovn/pyfesom2
695       5                        bokeh-catplot                                      https://github.com/justinbois/bokeh-catplot
730       5           youtube-tts-data-generator                        http://github.com/thehetpandya/youtube_tts_data_generator
611       5                                pyssa                                              https://github.com/Heuro-labs/pyssa
688       5           youtube-tts-data-generator                        http://github.com/thehetpandya/youtube_tts_data_generator
589       5                                pyssa                                              https://github.com/Heuro-labs/pyssa
1374      5                              soundpy                                    https://github.com/a-n-rose/Python-Sound-Tool
723       5                           transmorph                                            https://github.com/Risitop/transmorph
954       5                           geosardine                                           https://github.com/sahitono/geosardine
493       5                                 woma                                                https://github.com/srbonilla/WoMa
721       5                                nlmpy                                                                                 
332       5                         nengo-extras                                                https://www.nengo.ai/nengo-extras
423       5                                  xoa                                                    https://github.com/vacumm/xoa
426       5                       impress-padmec                                      https://github.com/padmec-reservoir/impress
533       5                            kltpicker                                       https://github.com/ShkolniskyLab/kltpicker
174       5                                  llg                                            https://github.com/lufvelasquezgo/llg
636       5                              algotom                                               https://github.com/algotom/algotom
753       5                              fastats                                               https://github.com/fastats/fastats
138       5                            autoarray                                         https://github.com/Jammy2211/PyAutoArray
200       5                                  llg                                            https://github.com/lufvelasquezgo/llg
546       5                          fast-engset                                           https://github.com/parsiad/fast-engset
895       5                       warprnnt-numba                                       https://github.com/titu1994/warprnnt_numba
960       5                        NeodroidAgent                                          https://github.com/sintefneodroid/agent
845       5                           transmorph                                            https://github.com/Risitop/transmorph
1370      5                          pysoundtool                                    https://github.com/a-n-rose/Python-Sound-Tool
1101      5                           steenroder                                         https://github.com/Steenroder/steenroder
297       5                         nengo-extras                                                https://www.nengo.ai/nengo-extras
528       5                              algotom                                               https://github.com/algotom/algotom
429       4                              ePSproc                                              https://github.com/phockett/ePSproc
877       4                jump-reward-inference                                         https://github.com/mjhydri/1D-StateSpace
539       4                   xcompact3d-toolbox                                    https://github.com/fschuch/xcompact3d_toolbox
439       4                             ChitraPy                                            https://github.com/mgautam98/ChitraPy
879       4                        CADET-Process                        https://github.com/fau-advanced-separations/CADET-Process
948       4                                 tsia                                            https://github.com/michaelhoarau/tsia
575       4                                pyidi                                                  https://github.com/ladisk/pyidi
741       4                              tifresi                                         https://github.com/andimarafioti/tifresi
431       4                                sqtom                                                https://github.com/XanaduAI/sqtom
913       4                               MiV-OS                                             https://github.com/GazzolaLab/MiV-OS
848       4                              TidalPy                                             https://github.com/jrenaud90/TidalPy
890       4                           pygeoshape                                       https://github.com/marcbrittain/PyGeoShape
805       4                            prexploit                                           https://github.com/prexploit/prexploit
302       4                          gbmgeometry                                         https://github.com/grburgess/gbmgeometry
627       4                             geospade                                              https://github.com/TUW-GEO/geospade
966       4                            neighbors                                             http://github.com/cosanlab/neighbors
1051      4                         raster-tools                                          https://github.com/UM-RMRS/raster_tools
675       4                                 slix                                                   https://github.com/3d-pli/SLIX
466       4                               scared                                                 https://gitlab.com/eshard/scared
673       4                            trisicell                                        https://github.com/faridrashidi/trisicell
824       4                            trisicell                                        https://github.com/faridrashidi/trisicell
821       4                                 slix                                                   https://github.com/3d-pli/SLIX
818       4                               pymirc                                               https://github.com/gschramm/pymirc
1018      4                             pystatdp                                            https://github.com/openmined/PyStatDP
795       4                              TidalPy                                             https://github.com/jrenaud90/TidalPy
1132      4                              pybader                                             https://github.com/kerrigoon/pybader
505       4                           snptoolkit                                     https://github.com/Amine-Namouchi/snpToolkit
1158      4                                jotts                                               https://github.com/padmalcom/jotts
811       4                        ExpertOp4Grid                                         https://github.com/marota/ExpertOp4Grid/
1166      4                          pyebsdindex                                               https://pyebsdindex.readthedocs.io
1181      4                            detettore                                             https://github.com/cstritt/detettore
785       4                           glmdenoise                                       https://github.com/Charestlab/pyGLMdenoise
532       4                               py-fcm                                                   https://github.com/J41R0/PyFCM
465       4                   zillionare-omicron                                        https://zillionare-omicron.readthedocs.io
