      stars                                 name                                                                         homepage
825       1                                PPDyn                                           https://github.com/sayanadhikari/PPDyn
992       1                              simetuc                                               https://github.com/pedvide/simetuc
468       1                        flight-genome                                             https://github.com/rhysnewell/flight
994       1                          ezbootstrap                                       https://github.com/Ruairi-osul/ezbootstrap
442       1                                weno4                                     http://github.com/Goobley/Weno4Interpolation
997       1                               evaLEs                                             https://github.com/dodogabrie/evaLEs
1209      1                           lightRaven                                           https://github.com/M0gician/lightRaven
1000      1                                 kkpy                                               https://github.com/Kwonil-Kim/kkpy
630       1                                weno4                                     http://github.com/Goobley/Weno4Interpolation
1130      1                               ax-env                                                https://github.com/XENONnT/ax_env
1113      1                             tkmatrix                                        https://github.com/PlanetHunters/tkmatrix
1262      1                                humba                                            https://github.com/douglasdavis/humba
1031      1                              MLProto                                               https://github.com/CSLukeW/MLProto
1230      1                              sccloud                            https://github.com/klarman-cell-observatory/scCloudPy
298       1                          numpy-sugar                                             https://github.com/limix/numpy-sugar
665       1                                PPDyn                                           https://github.com/sayanadhikari/PPDyn
671       1                                pyote                                        https://github.com/bob-anderson-ok/py-ote
842       1                              hes-off                                             https://github.com/RoberAgro/HES-OFF
1066      1                              emsigma                                               https://github.com/poyentung/sigma
1228      1                               mygrid                                               https://github.com/grei-ufc/mygrid
1068      1                            quartical                                            https://github.com/JSKenyon/QuartiCal
1092      1                               hmdata                                        https://github.com/YIN95/Human-Data-Utils
1033      1                               SAMPEI                                       https://github.com/FenyoLab/AgnosticSearch
1398      1                             mlstream                                                http://github.com/gauchm/mlstream
1090      1                               aurora                                                 https://github.com/simpeg/aurora
1337      1                               mdscan                                               https://github.com/LQCT/MDScan.git
1078      1                            pangsitpy                                          https://github.com/dalikewara/pangsitpy
839       1                            selanneal                                            https://github.com/feichtip/selanneal
1534      1                                OsSom                                                 http://github.com/Chum4k3r/ossom
1233      1                                tirma                                            https://github.com/martindevora/tirma
1060      1                           divergence                                     https://github.com/michaelnowotny/divergence
1249      1                                PyNTA                                               https://github.com/nanoepics/pynta
1250      1                               MiScan                                               https://github.com/QuKunLab/MiScan
773       1                decision-tree-morfist                                          https://github.com/systemallica/morfist
1107      1                                hepml                                                  https://github.com/lewtun/hepml
1259      1                               dwclib                                             https://github.com/larib-data/dwclib
548       1                     py-ssvad-metrics                                     https://github.com/qlue-dev/py-ssvad-metrics
1106      1                          pfc-toolkit                                    https://github.com/thewilliamdrew/pfc-toolkit
1042      1                          tensiometer                                               https://tensiometer.readthedocs.io
1044      1                                 hfhd                                               https://github.com/jpwoeltjen/hfhd
1103      1                               dsalgo                                         https://kagemeka.github.io/dsalgo-python
850       1                               remade                                     https://github.com/ChristianMichelsen/REMADE
1254      1                          open-moldyn                                            https://github.com/open-moldyn/moldyn
1048      1                              kernreg                                               https://github.com/segsell/kernreg
676       1                             kagemeka                            https://github.com/kagemeka/myenv/lib/python/kagemeka
1338      1                             ddmtools                                       https://github.com/JeppeKlitgaard/DDMTools
1099      1                napari-hdf5-labels-io                                   https://github.com/yapic/napari-hdf5-labels-io
1098      1                              pyGEEMs                                               http://github.com/arkottke/pygeems
623       1                         tra-analysis                                https://github.com/titanscout2022/tr2022-strategy
980       1                               fastrk                                                https://github.com/BoberSA/fastrk
822       1                             kagemeka                            https://github.com/kagemeka/myenv/lib/python/kagemeka
1142      1                               HuMobi                                                https://github.com/SmolakK/HuMobi
886       1                       pyg-timeseries                                        https://github.com/gityoav/pyg-timeseries
884       1                             ecoscope                                     http://github.com/wildlife-dynamics/ecoscope
930       1                              sparepo                                               https://github.com/jborrow/sparepo
799       1                           spiralsort                                 https://github.com/ThanasisMattas/spiralsort.git
883       1                              amstrax                                           https://github.com/XAMS-nikhef/amstrax
934       1                             imhblpce                                              https://github.com/Mamdasn/imhblpce
935       1                         pynonthermal                                https://www.github.com/lukeshingles/pynonthermal/
936       1                           blocktorch                                         https://github.com/blocktorch/blocktorch
882       1                         limesqueezer                                          https://github.com/Limespy/limesqueezer
1191      1                            CycleFlow                                         https://github.com/AdrienJolly/CycleFlow
1350      1                   parallel-numpy-rng                                 https://github.com/lgarrison/parallel-numpy-rng/
881       1                            matcouply                                          https://github.com/marieroald/matcouply
941       1                      spherical-stats                                    https://github.com/dschmitz89/spherical_stats
942       1                             baseflow                                               https://github.com/xiejx5/baseflow
1160      1                            pyquatlib                                              https://github.com/m-bass/pyquatlib
755       1                              hes-off                                             https://github.com/RoberAgro/HES-OFF
752       1                              itembed                                          https://gitlab.com/jojolebarjos/itembed
363       1                                  srd                                              https://creei-models.github.io/srd/
878       1                               pyhrms                                           https://github.com/WangRui5/PyHRMS.git
649       1                             rdsolver                                           https://github.com/justinbois/rdsolver
1367      1                                  otk                                                  https://github.com/draustin/otk
1438      1                       numbakit-anjit                                        https://github.com/hgrecco/numbakit-anjit
1314      1                              iPAGE-2                                          https://github.com/artemy-bakulin/ipage
1573      1                      nav-sim-modules                                      https://github.com/wwwshwww/nav-sim-modules
1187      1                             PyNonpar                                               https://github.com/happma/PyNonpar
735       1                          pandastools                                            https://github.com/phil65/pandastools
1173      1                     nostalgiaforever                                    https://github.com/deathbeds/nostalgiaforever
1188      1                               modfin                                            https://github.com/GabrielAbra/modfin
562       1                              babachi                                           https://github.com/autosome-ru/BABACHI
891       1                      crypto-strategy                                      https://github.com/minggnim/crypto-strategy
411       1                        katsdpsigproc                                            https://katsdpsigproc.readthedocs.io/
751       1                            selanneal                                            https://github.com/feichtip/selanneal
563       1                         tra-analysis                                https://github.com/titanscout2022/tr2022-strategy
1167      1                                 tnpy                                               https://github.com/tanlin2013/tnpy
407       1                     py-ssvad-metrics                                     https://github.com/qlue-dev/py-ssvad-metrics
947       1                       clonedetective                          https://github.com/morriso1/clonedetective/tree/master/
1236      1                         empyricalRMT                                    https://github.com/stfxecutables/empyricalRMT
590       1                        flight-genome                                             https://github.com/rhysnewell/flight
1296      1                         waltlabtools                                      https://github.com/tylerdougan/waltlabtools
707       1                               remade                                     https://github.com/ChristianMichelsen/REMADE
970       1                           week1-test                                       https://github.com/CogWorksBWSI/Microphone
969       1                        descartes-rpa                                        https://github.com/reactome/descartes_rpa
1199      1                            awkwardql                                               https://github.com/lgray/AwkwardQL
967       1                        asrecognition                                  https://github.com/jonatasgrosman/asrecognition
1150      1                             shapeGMM                                    https://github.com/mccullaghlab/GMM-Positions
432       1                               3DCORE                                            https://github.com/ajefweiss/py3DCORE
1196      1                             pyteiser                                          https://github.com/goodarzilab/pyteiser
965       1                             pyabtest                                            https://github.com/ramab1988/pyabtest
1441      1                    arts-localisation                                     http://github.com/loostrum/arts_localisation
875       1                       multilabel-knn                                        https://github.com/skojaku/multilabel_knn
816       1                                xemc3                                              https://github.com/dschwoerer/xemc3
1546      0                              trackun                                                https://github.com/vltanh/trackun
1451      0                 needle-shape-sensing                                http://pypi.python.org/pypi/needle-shape-sensing/
1565      0                            bareditor                                           https://github.com/434625142/bareditor
1462      0                              BxGraph                                           https://gitlab.lrz.de/borchero/bxgraph
1553      0                           QuickClust                                                          https://github.com/****
1458      0                        pyEddyTracker                                                                             None
1413      0                          metrics4mdp                                              https://github.com/hj-n/metrics4mdp
1554      0                               SiNAPS                                                                             None
1457      0                       spi-processing                                       https://gitlab.com/spi_xfel/spi_processing
1559      0                            pymedphys                                                            https://pymedphys.com
1558      0                          shap-legacy                                                 http://github.com/slundberg/shap
1539      0                              cellori                                                                             None
1450      0                           etabackend                                                        https://timetag.github.io
1555      0                             omnizart                                          https://sites.google.com/view/mctl/home
1449      0                            genedisco                                              https://gsk.ai/genedisco-challenge/
1566      0                               fastpf                                                                             None
1567      0                       deephaven-core                                                            https://deephaven.io/
1538      0                                 dsge                                                                             None
1568      0                                irons                                                                             None
1412      0                        tls-occlusion                                          https://github.com/mattbv/tls_occlusion
1556      0                              pysheds                                                            http://open-storm.org
1411      0                                 snet                                          https://gitlab.com/andrewhuynguyen/snet
1557      0                                 oris                                                 https://www.oris-tool.org/python
1537      0                               fisspy                                                            http://fiss.snu.ac.kr
1564      0                             lyceanem                                https://lyceanem-python.readthedocs.io/en/latest/
1460      0                           rastachimp                                            https://github.com/gvellut/rastachimp
1550      0                             pymchain                                        https://github.com/NikitaYurasov/pymchain
1452      0                             wawpybus                                          https://gitlab.uw.edu.pl/ig386329/pybus
1456      0        galgek-ukp-nomousauto-grivind                         http://github.com/kshamruk/galgek-ukp-nomousauto-grivind
1453      0                             mdvwhole                                        https://github.com/BartBruininks/mdvwhole
1454      0                                nabPy                                          https://gitlab.com/NabExperiment/pyNab/
1544      0                            netatmoqc                      https://source.coderefinery.org/iOBS/wp2/task-2-3/netatmoqc
1461      0                         clustertools                                                                             None
1562      0                        mrfdictionary                                                                             None
1561      0                          detectorcal                https://gitlab.erc.monash.edu.au/xrayimaging/detector-calibration
1547      0                            minimulti                                                                             None
1551      0                               pyPDAG                                                                             None
1543      0                            SC-search                                         https://github.com/KongNingZhe/SC-search
1416      0                             onelearn                                                  https://onelearn.readthedocs.io
1542      0                                sbfit                                  https://gitlab.sron.nl/asg/x-ray-extended/sbfit
1459      0                       CASCADe-jitter                                       https://jbouwman.gitlab.io/CASCADe-jitter/
1549      0                RT-Congestion-Control                              https://gitlab.com/satie.sete/rt-congestion-control
1455      0                            OpFlowLab                                      https://gitlab.com/xianbin.yong13/OpFlowLab
1414      0                           AltAnalyze                                                        http://www.altanalyze.org
1563      0                               epycom                                                                             None
1415      0                                lumod                                                 https://gitlab.com/Zaul_AE/lumod
1541      0                                large                                              https://bitbucket.org/ncreati/large
1548      0                         spi-em-class                                         https://gitlab.com/spi_xfel/spi_em_class
1560      0                        entity-search                                        https://github.com/ptorrest/entity-search
1540      0                             scoary-2                                                                             None
1552      0                                 mafe                                               https://gitlab.com/lilacashes/mafe
1545      0                           climaticai                                        https://github.com/climatic-ai/climaticai
1478      0                           microarviz                                             http://github.com/twiecki/microarviz
1536      0              canvs-toolbox-canvsUser                                  https://github.com/dbproductionsLTD/canvs_tools
1493      0                              seisloc                                                                             None
1433      0                              spinsim                                                                             None
1473      0                          resamplelib                                          https://github.com/ocabanas/resamplelib
1494      0                            astroPIPS                                                      https://PIPS.readthedocs.io
1472      0                              pyrates                                                                             None
1432      0                                  nrt           https://jeodpp.jrc.ec.europa.eu/apps/gitlab/use_cases/canhemon/nrt.git
1495      0                           metasponge                                           https://gitee.com/dechin/cybertroncode
1496      0                              hiphive                                            http://hiphive.materialsmodeling.org/
1497      0                               tri-py                                                  https://gitlab.com/GKoune/tripy
1431      0                             evolvepy                                              https://github.com/EltonCN/evolvepy
1499      0                              smashpy                                            https://gitlab.com/cvejic-group/smash
1430      0           adventurous-gauging-koplik                            http://github.com/kshamruk/adventurous-gauging-koplik
1500      0                       csi-preprocess                                                       https://github.com/ykoneee
1501      0                              nemo-bo                                    https://github.com/sustainable-processes/NEMO
1471      0                           Simple-LSH                               https://github.com/akdel/local-sensitivity-hashing
1502      0                             temporis                                                                             None
1429      0                      datenraffinerie                                                                             None
1442      0                         fast-overlap                                      https://github.com/Hekstra-Lab/fast_overlap
1428      0                             multical                                              https://github.com/saulzar/multical
1470      0                       apricot-select                                      http://pypi.python.org/pypi/apricot-select/
1427      0                          track-tools                                       https://gitlab.gwdg.de/ikuhlem/track-tools
1503      0                           mindsponge                                           https://gitee.com/dechin/cybertroncode
1474      0                         kaleidoscope                                                                             None
1434      0                              pytesmo                                                    https://www.geo.tuwien.ac.at/
1535      0                           vnpy-extra                                              https://github.com/IBATS/vnpy_extra
1440      0                              lenskit                                                                             None
1439      0                 CASCADe-spectroscopy                                              https://jbouwman.gitlab.io/CASCADe/
1479      0                                xwind                                                                             None
1437      0                                 vpss                                                   https://github.com/gauenk/vpss
1480      0                    botpress-analyser                                                            https://botpress.com/
1477      0                               gistim                                        https://gitlab.com/deltares/imod/qgis-tim
1481      0                             tdp-core                                                         https://www.datavisyn.io
1482      0                                 saqc                                             https://git.ufz.de/rdm-software/saqc
1436      0                           scikit-bot                                                                             None
1476      0             configuration-model-mcmc                                                                             None
1435      0                         tractosearch                                    https://github.com/StongeEtienne/tractosearch
1483      0                         geodesicDome                                                                             None
1484      0                      cartesio-python                                                                             None
1485      0                            BraketLab                                          https://github.uio.no/audunsh/braketlab
1486      0                          apollinaire                                               https://apollinaire.readthedocs.io
1487      0                              linmdtw                                                                             None
1475      0                             corelibs                                                                             None
1488      0                               dagmar                                                                             None
1489      0                                 sinr                        https://git-lium.univ-lemans.fr/tprouteau/sinr_embeddings
1490      0                              xrayhat                                                                             None
1491      0                       foundry-econml                                              https://github.com/FoundryAI/EconML
1492      0                                 bnsl                                               https://github.com/Enderlogic/bnsl
1426      0                            ACROPOLIS                                                   https://acropolis.hepforge.org
1443      0                      tensorpowerflow                                                                             None
1469      0                          oracle4grid                                                                             None
1504      0                             phylokit                                       https://github.com/jeromekelleher/phylokit
1520      0                              rlberry                                                    https://github.com/rlberry-py
1522      0                              hystore                                      https://github.com/kcl-bmeis/zoe-data-store
1523      0                      aquacrop-pacs27                                            https://github.com/user/sampleproject
1420      0                               lantsa                                                                             None
1524      0                               pyflim                                            https://github.com/maurosilber/pyflim
1525      0                               pylore                                                 https://github.com/gerzin/pylore
1419      0                         transit-chem                                                                             None
1526      0                            gw-chirpy                                    https://gitlab.com/SpaceTimeKhantinuum/chirpy
1447      0                           seqslabcli                                          https://github.com/AnomeGAP/seqslab-cli
1464      0                         anchor-topic                                      https://github.com/forest-snow/anchor-topic
1527      0                               medtop                                            https://github.com/etfrenchvcu/medtop
1528      0                              bacpack                                                                             None
1418      0                              dltools                                             https://github.com/DaehyunPY/dltools
1463      0                            gbquality                                              https://github.com/AndLen/gbquality
1529      0                           musicntwrk                                                       https://www.musicntwrk.com
1530      0                               nazgul                                             https://github.com/grburgessp/nazgul
1531      0                                 c2xg                                                               http://www.c2xg.io
1448      0                                ifsfg                                            https://github.com/francisp336/IFSFGl
1532      0                                qilum                                                           https://www.qilum.com/
1533      0                            fasvautil                                                                             None
1417      0                                 rio3                                         https://code.aliyun.com/xuanye_libs/rio3
1519      0                               coscon                                                   https://github.com/ickc/coscon
1421      0                          Accuinsight                                                                             None
1518      0                                sim2x                                               https://github.com/trhallam/sim2x/
1510      0                  acoustic-simulation                                                                             None
1505      0                                Kyros                                                                             None
1468      0                            pynumerik                                             https://gitlab.com/tdtimur/pynumerik
1506      0                             wildwood                                                  https://wildwood.readthedocs.io
1425      0                   pylops-distributed                                                                             None
1444      0   openml-speed-dating-pipeline-steps                    https://github.com/benman1/openml_speed_dating_pipeline_steps
1507      0                         lsdtopytools                                       https://github.com/bgailleton/lsdtopytools
1467      0                     chem_wasserstein                                                                             None
1508      0                       pose-transform                                   https://github.com/virgileTN/py_pose_transform
1509      0                           py-extrema                                              https://github.com/cphyc/py_extrema
1466      0                               libtsm  https://www.audiolabs-erlangen.de/resources/MIR/2021-DAFX-AdaptivePitchShifting
1517      0                               gaiaup                                         https://gaia.universitaspertamina.ac.id/
1424      0                        lc-classifier                                                                             None
1511      0                        opticalflow3d                                  https://gitlab.com/xianbin.yong13/opticalflow3d
1446      0                   diamond-bandalyzer                                                                             None
1512      0                            hotspotsc                                             https://github.com/yoseflab/hostpost
1513      0                               fronni                                          https://github.com/facebookexperimental
1423      0                        spectrochempy                                                     https://www.spectrochempy.fr
1515      0                      malariagen-data                                                                             None
1422      0                          xarray-topo                           https://gitext.gfz-potsdam.de/sec55-public/xarray-topo
1516      0                             nanopyfw                                    https://github.com/AndreasAlbert/nanopyfw.git
1465      0                                sicor                                           https://git.gfz-potsdam.de/EnMAP/sicor
1654      0                          CatalanTTSo                                                                             None
1570      0                            pyechelle                                            https://gitlab.com/Stuermer/pyechelle
1571      0                              sceleto                                                                             None
1713      0                            pythonabm                                                                             None
1714      0                               Lipon3                                                                             None
1715      0                                sctdl                                                                             None
1716      0                               Lipon1                                                                             None
1717      0                              zrHAPPY                                                                             None
1718      0             bio-embeddings-deepblast                                                                             None
1719      0                               Lipon5                                                                             None
1720      0                               srfnef                                                                             None
1721      0                       banddownfolder                                                                             None
1722      0                         owl-capsules                                                                             None
1723      0                               Lipon6                                                                             None
1724      0            xarray-spatial-chlochlo-b                                                                             None
1725      0                            utilsfunc                                                                             None
1726      0                              LeProHQ                                                                             None
1727      0                                Lipon                                                                             None
1728      0                            worldtts4                                                                             None
1729      0                                jcell                                                                 http://jcell.org
1730      0                                 cpsr                                                                             None
1731      0                    mockingbirdforuse                                                                             None
1732      0                     training-grounds                                                                             None
1733      0                             flintypy                                                                             None
1734      0                     brown-clustering                                                                             None
1735      0                        bruce-package                                                                             None
1736      0                            worldtts3                                                                             None
1737      0                                spots                                                                             None
1712      0                               celltk                                                                             None
1711      0                                tiggy                                                                             None
1710      0                               Lipon2                                                                             None
1696      0                       torch-points3d                                                                             None
1685      0                             sphynxml                                                                             None
1686      0                             yag-slam                                                                             None
1687      0                            causaldag                                                                             None
1688      0                            tools21cm                                                                             None
1689      0                            fzj-hfcam                                                                             None
1690      0                               scarfs                                                                             None
1691      0                            xpipeline                                             https://github.com/magao-x/xpipeline
1692      0                    error-consistency                                                                             None
1693      0                    gh-scan-validator                                                                             None
1694      0                            fastaiapi                                           https://GitHub.com/FastAIAPI/FastAIAPI
1695      0                                  zac                                                                             None
1697      0                                 tsar                                                                             None
1709      0                       LSHlink-ffghcv                                       https://github.com/ffghcv/663final_project
1698      0                             Wav2Lipy                                                                             None
1699      0                       flood-forecast                                                                             None
1700      0                                Lippo                                                                             None
1701      0                                Lippp                                                                             None
1702      0                          finance-byu                                                                             None
1703      0                             Lipppppp                                                                             None
1704      0                       bio-embeddings                                                                             None
1705      0                                 prfr                                                                             None
1706      0                           scikit-luc                                                                             None
1707      0                            spametric                                                                             None
1708      0                                greap                                                                             None
1738      0                           deeptissue                                                                             None
1739      0                   Task-4-5-Maihitooy                                                                             None
1740      0                      github-acc-test                                                                             None
1781      0                                  ucr                                                                             None
1770      0                        pyverifyextra                                                                             None
1771      0             conditional-independence                                                                             None
1772      0            xarray-spatial-chlochlo-d                                                                             None
1773      0                                  l2s                                                                             None
1774      0                       scalingtheunet                                                                             None
1775      0                           sfu-ml-lib                                                                             None
1776      0                              mixbaba                                                                             None
1777      0                                 bgbb                                                                             None
1778      0                            erlotinib                                                                             None
1779      0                                optga                                                                             None
1780      0              xarray-spatial-chlochlo                                                                             None
1782      0                 prjforinfcreditvilfw                                                                             None
1768      0                            SLMlayout                                                                             None
1783      0                       cognite-dqfuns                                                                             None
1784      0            xarray-spatial-chlochlo-f                                                                             None
1785      0                      word-similarity                                                                             None
1786      0            flappy-bird-clone-with-nn                                                                             None
1787      0                               ml-env                                                                             None
1788      0                        rotary-states                                                                             None
1789      0                          useful-func                                                                             None
1790      0                                  cpr                                                                             None
1791      0                            flowstock                                                                             None
1792      0                             audiossl                                                                             None
1793      0               say-hello-to-the-world                                                                             None
1769      0                             neurocat                                                                             None
1767      0                       neogidashboard                                                                             None
1741      0                  xarray-spatial-mijn                                                                             None
1753      0                              spadsim                                                                             None
1742      0                                 etaf                                                          https://fate.fedai.org/
1743      0                                 ceng                                                                             None
1744      0                 monte-carlo-analysis                                                                             None
1745      0                            worldtts2                                                                             None
1746      0                              basenef                                                                             None
